qseqid; sseqid; pident; length; mismatch; gapopen; qstart; qend; sstart; send; evalue; bitscore;
BT_1006;CVOZ01000045.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig2.2, whole genome shotgun sequence;100;242;0;0;1;242;71534;72259;2.13E-147;459;
BT_1006;NZ_PUEO01000014.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig14, whole genome shotgun sequence;100;242;0;0;1;242;3056168;3055443;2.14E-147;459;
BT_1006;NZ_CVOY01000055.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;99.174;242;2;0;1;242;66645;67370;2.53E-147;459;
BT_1006;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;85.124;242;36;0;1;242;196383;195658;2.98E-127;402;
BT_1006;NZ_EQ973492.1 Bacteroides cellulosilyticus DSM 14838 Scfld6, whole genome shotgun sequence;84.711;242;37;0;1;242;685757;686482;9.15E-127;400;
BT_1006;NZ_ATFI01000007.1 Bacteroides cellulosilyticus WH2 BWH2c7, whole genome shotgun sequence;85.124;242;36;0;1;242;165083;165808;1.25E-126;400;
BT_1006;NC_009615.1 Parabacteroides distasonis ATCC 8503, complete genome;83.471;242;40;0;1;242;3958482;3959207;3.71E-124;393;
BT_1006;NZ_JGDE01000121.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.121, whole genome shotgun sequence;78.099;242;53;0;1;242;3841;3116;1.04E-120;383;
BT_1006;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;78.099;242;53;0;1;242;475905;475180;2.49E-120;382;
BT_1006;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;81.405;242;45;0;1;242;2641382;2642107;3.08E-120;382;
BT_1006;JGCP01002519.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2565, whole genome shotgun sequence;77.273;242;55;0;1;242;4300;3575;2.26E-119;378;
BT_1148;CVOZ01000044.1 Bacteroides thetaiotaomicron genome assembly 7330, contig 7330contig2.1, whole genome shotgun sequence;100;189;0;0;1;189;270166;270732;3.52E-127;399;
BT_1148;NZ_PUEO01000014.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig14, whole genome shotgun sequence;100;189;0;0;1;189;3235803;3235237;3.52E-127;399;
BT_1148;NZ_PUEO01000014.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig14, whole genome shotgun sequence;26.38;163;86;5;8;166;3874992;3874594;2.42E-10;63.9;
BT_1148;NZ_PUEO01000014.1 Bacteroides thetaiotaomicron strain VPI-5482 Bacteroides_thetaiotaomicron.1cell.HGAP3_contig14, whole genome shotgun sequence;26.286;175;109;4;4;178;1992632;1993096;2.42E-10;63.9;
BT_1148;NZ_CVOY01000048.1 Bacteroides thetaiotaomicron isolate 3731, whole genome shotgun sequence;99.471;189;1;0;1;189;31356;31922;1.10E-126;397;
BT_1148;NZ_AAVM02000001.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont1321, whole genome shotgun sequence;88.36;189;22;0;1;189;1119739;1119173;2.08E-115;365;
BT_1148;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;88.36;189;22;0;1;189;1408550;1407984;2.08E-115;365;
BT_1148;NZ_PUEQ01000003.1 Bacteroides caccae strain ATCC 43185 Bacteroides_caccae.1cell.HGAP3_contig3, whole genome shotgun sequence;28.649;185;100;6;4;180;1805544;1805062;4.17E-12;68.9;
BT_1148;NZ_JH724294.1 Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence;88.36;189;22;0;1;189;1743271;1743837;4.39E-114;361;
BT_1148;NZ_JH724294.1 Bacteroides xylanisolvens CL03T12C04 supercont1.1, whole genome shotgun sequence;28.649;185;100;6;4;180;1305671;1306153;8.45E-12;68.2;
BT_1148;NZ_DS264582.1 Bacteroides ovatus ATCC 8483 Scfld0229, whole genome shotgun sequence;87.831;189;23;0;1;189;368669;369235;7.55E-113;358;
BT_1148;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;87.831;189;23;0;1;189;1680440;1679874;7.56E-113;358;
BT_1148;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;28.108;185;101;6;4;180;2195804;2195322;1.14E-11;67.8;
BT_1148;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;25.466;161;86;5;8;164;164842;165234;2.88E-09;60.8;
BT_1148;NZ_PUEP01000005.1 Bacteroides ovatus strain ATCC 8483 Bacteroides_ovatus.1cell.HGAP3_contig5, whole genome shotgun sequence;30.709;127;78;2;2;128;562300;561950;4.46E-09;60.1;
BT_1148;NZ_GG688323.1 Bacteroides finegoldii DSM 17565 Scfld6, whole genome shotgun sequence;85.185;189;28;0;1;189;185586;185020;3.63E-109;347;
BT_1148;NZ_JGDE01000083.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.82, whole genome shotgun sequence;78.191;188;41;0;1;188;52773;53336;5.16E-99;318;
BT_1148;JGCP01002451.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.2497, whole genome shotgun sequence;78.191;188;41;0;1;188;27266;27829;2.99E-98;316;
BT_1148;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;78.191;188;41;0;1;188;4377465;4378028;3.01E-98;316;
BT_1148;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;28.571;161;81;5;8;164;384961;384569;9.69E-11;65.1;
BT_1148;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;29.231;130;75;3;3;132;276111;275773;8.72E-10;62.4;
BT_1148;NZ_UFTH01000001.1 Bacteroides fragilis strain NCTC9343, whole genome shotgun sequence;25.731;171;92;5;7;168;627434;627000;2.94E-09;60.8;
BT_1148;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;75.269;186;46;0;4;189;730874;731431;1.95E-96;311;
BT_1148;NZ_DS995510.1 Bacteroides eggerthii DSM 20697 Scfld2, whole genome shotgun sequence;25.157;159;89;4;8;164;106160;106552;8.01E-08;56.6;
BT_1148;NZ_DS499672.1 Bacteroides stercoris ATCC 43183 Scfld_02_11, whole genome shotgun sequence;74.332;187;48;0;3;189;113148;113708;9.72E-96;308;
BT_1148;NZ_DS362244.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_27, whole genome shotgun sequence;75.269;186;46;0;4;189;170466;171023;2.23E-95;308;
BT_1148;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;73.545;189;49;1;1;189;574722;574159;6.31E-92;298;
BT_1148;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;25.294;170;95;6;8;168;1297560;1297120;2.50E-09;60.8;
BT_1148;NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence;26.23;183;111;6;5;182;1656580;1656089;9.06E-08;56.6;
BT_1148;NZ_EQ973492.1 Bacteroides cellulosilyticus DSM 14838 Scfld6, whole genome shotgun sequence;73.656;186;48;1;4;189;269760;270314;6.38E-90;292;
BT_1148;NZ_ATFI01000012.1 Bacteroides cellulosilyticus WH2 BWH2c13, whole genome shotgun sequence;73.656;186;48;1;4;189;48939;48385;7.74E-89;289;
BT_1148;NZ_JH370371.1 Alistipes indistinctus YIT 12060 supercont1.1, whole genome shotgun sequence;59.524;168;62;2;1;168;1289797;1289312;5.27E-60;206;
BT_1148;NZ_DS480690.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_31, whole genome shotgun sequence;45.783;166;77;2;4;169;244847;244389;6.10E-41;152;
BT_1148;NZ_DS480690.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_31, whole genome shotgun sequence;26.554;177;88;5;5;170;89559;89996;5.28E-08;57;
BT_1148;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;45.783;166;77;2;4;169;4914475;4914017;6.10E-41;152;
BT_1148;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;31.176;170;100;3;2;170;4326884;4327345;4.41E-18;86.3;
BT_1148;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;31.214;173;103;6;10;176;105784;105296;1.88E-11;67;
BT_1148;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;26.554;177;88;5;5;170;4759191;4759628;5.29E-08;57;
BT_1148;NZ_PUEM01000006.1 [Clostridium] bolteae strain ATCC BAA-613 Clostridium_bolteae.1cell.HGAP3_contig6, whole genome shotgun sequence;26.776;183;110;7;1;170;3928704;3928189;6.04E-08;57;
BT_1148;NZ_AAYG02000005.1 [Ruminococcus] gnavus ATCC 29149 R_gnavus-1.0.1_Cont30, whole genome shotgun sequence;40.212;189;98;3;1;189;169541;170062;4.37E-40;149;
BT_1148;NZ_PUEL01000004.1 [Ruminococcus] gnavus ATCC 29149 Ruminococcus_gnavus.1cell.HGAP3_contig4, whole genome shotgun sequence;40.212;189;98;3;1;189;215279;214758;4.38E-40;149;
BT_1148;NZ_GG657592.1 [Clostridium] asparagiforme DSM 15981 Scfld6, whole genome shotgun sequence;42.515;167;83;2;4;170;256642;256181;2.98E-37;141;
BT_1148;NZ_GG657592.1 [Clostridium] asparagiforme DSM 15981 Scfld6, whole genome shotgun sequence;42.286;175;93;1;2;168;2004031;2003507;2.46E-26;110;
BT_1148;NZ_DS981517.1 Clostridium sporogenes ATCC 15579 Scfld_02_0, whole genome shotgun sequence;38.323;167;100;1;4;170;2367337;2367828;1.41E-33;130;
BT_1148;NZ_DS981517.1 Clostridium sporogenes ATCC 15579 Scfld_02_0, whole genome shotgun sequence;25.153;163;105;4;10;172;1671572;1672009;3.14E-09;60.8;
BT_1148;NZ_DS981517.1 Clostridium sporogenes ATCC 15579 Scfld_02_0, whole genome shotgun sequence;26.776;183;112;7;1;177;557155;557655;4.95E-09;60.1;
BT_1148;NZ_AAXA02000015.1 Dorea formicigenerans ATCC 27755 D_formicigenerans-3.0.1_Cont399, whole genome shotgun sequence;38.922;167;89;1;4;170;428149;428610;2.61E-33;130;
BT_1148;NZ_AAXA02000015.1 Dorea formicigenerans ATCC 27755 D_formicigenerans-3.0.1_Cont399, whole genome shotgun sequence;30.814;172;99;7;1;168;92548;92081;2.13E-10;63.9;
BT_1148;NZ_AAXA02000015.1 Dorea formicigenerans ATCC 27755 D_formicigenerans-3.0.1_Cont399, whole genome shotgun sequence;26.347;167;106;3;2;168;812479;812928;1.20E-09;62;
BT_1148;NZ_DS562846.1 [Clostridium] spiroforme DSM 1552 Scfld_02_3, whole genome shotgun sequence;35.632;174;104;2;5;170;146415;145894;1.25E-30;122;
BT_1148;NZ_EQ973635.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld7, whole genome shotgun sequence;35.751;193;94;5;5;189;157971;157459;9.61E-28;114;
BT_1148;NZ_DS995534.1 Bacteroides dorei DSM 17855 Scfld6, whole genome shotgun sequence;33.136;169;106;2;2;170;71655;71170;5.31E-24;103;
BT_1148;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;31.953;169;108;2;2;170;1289411;1288926;2.07E-23;101;
BT_1148;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;26.061;165;108;4;4;168;3238587;3238135;1.87E-12;70.1;
BT_1148;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;28.324;173;89;4;7;170;2553354;2553794;2.18E-12;70.1;
BT_1148;NC_009614.1 Bacteroides vulgatus ATCC 8482, complete genome;29.221;154;79;5;10;161;3195969;3196346;7.37E-09;59.7;
BT_1148;NZ_DS362248.1 Bacteroides uniformis ATCC 8492 Scfld_3.0.1_31, whole genome shotgun sequence;32.558;172;104;4;2;170;308148;308636;7.22E-23;100;
BT_1148;NZ_ATFI01000001.1 Bacteroides cellulosilyticus WH2 BWH2c1, whole genome shotgun sequence;31.548;168;107;3;4;170;1579908;1579426;1.53E-22;99.4;
BT_1148;NZ_EQ973490.1 Bacteroides cellulosilyticus DSM 14838 Scfld4, whole genome shotgun sequence;31.548;168;107;3;4;170;1771271;1770789;1.53E-22;99.4;
BT_1148;NZ_DS996921.1 [Bacteroides] pectinophilus ATCC 43243 Scfld_02_1, whole genome shotgun sequence;34.118;170;93;3;4;170;1377567;1378028;2.29E-22;98.6;
BT_1148;NZ_ABJL02000007.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont606, whole genome shotgun sequence;31.977;172;105;4;2;170;959657;959169;4.13E-22;97.8;
BT_1148;NZ_DS499674.1 Bacteroides stercoris ATCC 43183 Scfld_02_13, whole genome shotgun sequence;33.133;166;103;3;6;170;145533;146009;5.15E-22;97.8;
BT_1148;NZ_DS544193.1 Anaerotruncus colihominis DSM 17241 Scfld_02_26, whole genome shotgun sequence;36.31;168;88;3;4;168;200255;200710;6.73E-22;97.4;
BT_1148;NZ_GG703859.1 Prevotella copri DSM 18205 Scfld7, whole genome shotgun sequence;33.735;166;97;1;4;169;138304;138762;4.44E-21;95.1;
BT_1148;NZ_GG704769.1 Subdoligranulum variabile DSM 15176 Scfld0, whole genome shotgun sequence;33.143;175;97;4;1;171;1245795;1245319;5.06E-20;92;
BT_1148;NZ_EQ973631.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld3, whole genome shotgun sequence;28.655;171;112;3;2;170;166054;166542;9.18E-20;91.3;
BT_1148;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;31.667;180;103;4;5;178;3086150;3086647;1.00E-19;91.3;
BT_1148;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;33.728;169;91;6;6;170;644551;645006;1.47E-17;84.7;
BT_1148;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;25.346;217;122;5;1;185;562099;562725;5.66E-16;80.1;
BT_1148;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;28.431;204;92;8;5;158;2485446;2484847;4.02E-13;72;
BT_1148;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;28.272;191;113;8;1;172;496166;496723;1.38E-10;64.7;
BT_1148;NZ_MTWE01000004.1 Clostridioides difficile strain 20120183 scaffold00004, whole genome shotgun sequence;26.154;195;115;6;6;179;3212349;3212909;8.34E-09;59.3;
BT_1148;NZ_ACCL02000007.1 Marvinbryantia formatexigens DSM 14469 B_formatexigens-1.0.1_Cont6.1, whole genome shotgun sequence;31.176;170;98;3;4;170;30293;30754;1.18E-19;90.9;
BT_1148;NZ_DS995511.1 Bacteroides eggerthii DSM 20697 Scfld3, whole genome shotgun sequence;30.178;169;110;2;3;170;244985;245470;1.35E-19;90.9;
BT_1148;NZ_DS499659.1 Erysipelatoclostridium ramosum DSM 1402 Scfld_02_10, whole genome shotgun sequence;31.176;170;103;2;4;172;548777;548307;1.21E-18;88.2;
BT_1148;NZ_DS480692.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_33, whole genome shotgun sequence;31.176;170;100;3;2;170;142191;141730;4.41E-18;86.3;
BT_1148;NZ_GG662014.1 Coprococcus comes ATCC 27758 Scfld9, whole genome shotgun sequence;31.176;170;97;4;4;169;263238;263699;8.08E-18;85.5;
BT_1148;NZ_GG662014.1 Coprococcus comes ATCC 27758 Scfld9, whole genome shotgun sequence;27.848;158;92;3;13;168;272789;273202;1.32E-11;67.8;
BT_1148;NC_012781.1 [Eubacterium] rectale ATCC 33656, complete genome;30;170;100;3;4;170;1600351;1600812;2.56E-17;84.3;
BT_1148;NZ_PPUH01000002.1 Eggerthella lenta strain ATCC 25559 NODE_2, whole genome shotgun sequence;32.571;175;96;6;1;170;235526;235999;2.95E-17;84;
BT_1148;NZ_DS264270.1 Eubacterium ventriosum ATCC 27560 Scfld028, whole genome shotgun sequence;30.978;184;105;6;2;178;212229;212735;4.05E-17;83.6;
BT_1148;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;26.168;214;124;4;1;185;764209;764835;9.70E-17;82.4;
BT_1148;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;33.333;165;89;6;10;170;851741;852184;1.68E-16;81.6;
BT_1148;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;28.431;204;92;8;5;158;2732784;2732185;1.77E-13;73.2;
BT_1148;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;28.796;191;112;8;1;172;699115;699672;7.78E-11;65.5;
BT_1148;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;23.256;172;105;4;6;172;183072;182623;3.47E-10;63.5;
BT_1148;NZ_MTWC01000003.1 Clostridioides difficile strain 20120014 scaffold00003, whole genome shotgun sequence;26.154;195;115;6;6;179;3541722;3542282;1.81E-08;58.5;
BT_1148;NZ_DS996841.1 Holdemanella biformis DSM 3989 Scfld5, whole genome shotgun sequence;30.357;168;98;3;4;168;240826;240371;9.98E-17;82.4;
BT_1148;NZ_ACEP01000002.1 [Eubacterium] hallii DSM 3353 E_hallii-1.0_Cont1.1, whole genome shotgun sequence;31.765;170;99;3;4;170;34252;34719;1.09E-16;82.4;
BT_1148;NZ_MTWF01000010.1 Clostridioides difficile strain 20120956 scaffold00010, whole genome shotgun sequence;25.701;214;125;4;1;185;451157;451783;1.40E-16;82;
BT_1148;NZ_MTWF01000010.1 Clostridioides difficile strain 20120956 scaffold00010, whole genome shotgun sequence;33.333;165;89;6;10;170;538758;539201;1.68E-16;81.6;
BT_1148;NZ_MTWF01000010.1 Clostridioides difficile strain 20120956 scaffold00010, whole genome shotgun sequence;28.351;194;109;8;1;172;384824;385381;7.78E-11;65.5;
BT_1148;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;25.701;214;125;4;1;185;864267;864893;1.40E-16;82;
BT_1148;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;33.333;165;89;6;10;170;951757;952200;1.68E-16;81.6;
BT_1148;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;28.431;204;92;8;5;158;2768710;2768111;1.77E-13;73.2;
BT_1148;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;28.351;194;109;8;1;172;797509;798066;7.78E-11;65.5;
BT_1148;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;23.256;172;105;4;6;172;272107;271658;3.47E-10;63.5;
BT_1148;NZ_MTWD01000001.1 Clostridioides difficile strain 20120020 scaffold00001, whole genome shotgun sequence;26.154;195;115;6;6;179;3546771;3547331;1.85E-08;58.5;
BT_1148;NZ_AAVN02000007.1 Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont985, whole genome shotgun sequence;33.333;174;93;5;3;170;43331;42861;2.48E-16;81.3;
BT_1148;NZ_GG692721.1 Roseburia intestinalis L1-82 Scfld8, whole genome shotgun sequence;30.814;172;93;6;4;168;15570;16028;3.46E-15;78.2;
BT_1148;NZ_DS499701.1 [Clostridium] scindens ATCC 35704 Scfld_02_23, whole genome shotgun sequence;30;170;102;3;5;173;43475;43014;3.70E-15;77.8;
BT_1148;NZ_GG698591.1 Blautia hansenii DSM 20583 Scfld3, whole genome shotgun sequence;31.515;165;95;5;5;167;291860;291414;2.24E-14;75.5;
BT_1148;NZ_DS990201.1 Ruminococcus lactaris ATCC 29176 Scfld_02_38, whole genome shotgun sequence;30.178;169;98;4;4;168;50102;50560;2.76E-14;75.5;
BT_1148;NZ_EQ973650.1 Bacteroides coprophilus DSM 18228 = JCM 13818 strain DSM 18228 Scfld22, whole genome shotgun sequence;27.419;186;99;5;7;182;309687;310166;1.13E-13;73.6;
BT_1148;NZ_DS995537.1 Bacteroides dorei DSM 17855 Scfld9, whole genome shotgun sequence;26.667;165;107;4;4;168;674823;674371;5.51E-13;71.6;
BT_1148;NZ_DS995537.1 Bacteroides dorei DSM 17855 Scfld9, whole genome shotgun sequence;29.87;154;78;5;10;161;634364;634741;3.83E-09;60.5;
BT_1148;NZ_KE993038.1 [Clostridium] symbiosum ATCC 14940 Scaffold834, whole genome shotgun sequence;25.556;180;108;4;4;178;28568;29044;9.62E-13;70.9;
BT_1148;NZ_ABXA01000011.1 Anaerococcus hydrogenalis DSM 7454 A_hydrogenalis-1.0_Cont37.1, whole genome shotgun sequence;32.749;171;96;7;10;178;17304;16843;1.27E-12;70.5;
BT_1148;NZ_AAVM02000004.1 Bacteroides caccae ATCC 43185 B_caccae-MSIQ_Cont60, whole genome shotgun sequence;28.649;185;100;6;4;180;244931;245413;4.17E-12;68.9;
BT_1148;NZ_DS995536.1 Bacteroides dorei DSM 17855 Scfld8, whole genome shotgun sequence;27.746;173;90;4;7;170;38613;38173;7.46E-12;68.2;
BT_1148;NZ_DS480699.1 [Clostridium] bolteae ATCC BAA-613 Scfld_02_40, whole genome shotgun sequence;31.214;173;103;6;10;176;65753;65265;1.87E-11;67;
BT_1148;NZ_GG692723.1 Roseburia intestinalis L1-82 Scfld10, whole genome shotgun sequence;27.429;175;89;5;5;170;45141;44704;2.21E-11;67;
BT_1148;JGCP01001429.1 Bacteroides fragilis str. 3397 T10 gbf3397T10.contig.1460, whole genome shotgun sequence;31.579;133;66;4;4;132;368;33;6.29E-11;65.5;
BT_1148;NZ_JGDE01000120.1 Bacteroides fragilis str. DS-208 gbfDS208.contig.120, whole genome shotgun sequence;28.571;161;81;5;8;164;100596;100204;7.13E-11;65.5;
BT_1148;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;28.488;172;86;6;7;168;572171;572605;1.06E-10;65.1;
BT_1148;NZ_ATFI01000004.1 Bacteroides cellulosilyticus WH2 BWH2c4, whole genome shotgun sequence;29.448;163;101;4;6;168;389868;390314;1.21E-07;56.2;
BT_1148;NZ_GG667669.1 Hungatella hathewayi DSM 13479 Scfld62, whole genome shotgun sequence;32.593;135;70;5;5;133;6018;5659;1.13E-10;65.1;
BT_1148;NZ_DS996847.1 Holdemanella biformis DSM 3989 Scfld11, whole genome shotgun sequence;25.843;178;105;3;7;179;35961;36428;1.38E-10;64.7;
BT_1148;NZ_DS996445.1 Parabacteroides johnsonii DSM 18315 Scfld5, whole genome shotgun sequence;29.94;167;91;7;10;170;6103;6543;1.50E-10;64.7;
BT_1148;NZ_GG688331.1 Bacteroides finegoldii DSM 17565 Scfld14, whole genome shotgun sequence;26.38;163;86;5;8;166;31992;32390;2.03E-10;64.3;
